content,score,at,token,lemmatized,topic,factor_label
adalah pertama yang saya gunakan untuk pendaftaran dan penggunaan mudah untuk digunakan cocok buat yang mau pertama kali coba hanya saja ada beberapa kekurangan yaitu 1 limit yang diberikan kecil untuk kartu infinity card tidak bisa dipakai di gojek tokopedia shoope dan lain lain 3 susah naik limit semoga ada perbaikan dari pengembang biar makin keren dan disukai pengguna,5,2023-08-15 5:44:08,"['pendaftaran', 'penggunaan', 'mudah', 'cocok', 'kali', 'coba', 'kekurangan', '1', 'limit', 'kartu', 'infinity', 'card', 'dipakai', 'gojek', 'tokopedia', 'shoope', '3', 'susah', 'limit', 'semoga', 'perbaikan', 'pengembang', 'biar', 'keren', 'disukai', 'pengguna']",daftar guna mudah cocok kali coba kurang 1 limit kartu infinity card pakai gojek tokopedia shoope 3 susah limit moga baik kembang biar keren suka guna,-1,Outlier
nya bagus simpel dan fleksible semoga saya dipercaya dan diberi kenaikan limit buat transaksi di karena limit saya saldo nya baru 1rb dan sukses selalu ya aamiin,5,2020-10-13 2:45:46,"['nya', 'bagus', 'simpel', 'fleksible', 'semoga', 'dipercaya', 'kenaikan', 'limit', 'transaksi', 'limit', 'saldo', 'nya', '1rb', 'sukses', 'ya', 'aamiin']",nya bagus simpel fleksible moga percaya naik limit transaksi limit saldo nya 1rb sukses ya aamiin,-1,Outlier
proses pencairan cepat dan mudah hitungan detik langsung landing di rekening bunga paling rendah se indonesia merchant juga banyak untuk bunga hampir bisa dibuktikan sendiri saran saya fitur premium juga jangkauan wilayahnya diperluas hingga ke sumaterabarat terima kasih sudah membantu di saat urgent kalau bisa fitur pembayarannya juga ditambahkan lewat bank yang lain jangan hanya dari saja lewat ib dengan bank yang lain juga harusnya ada biar mempermudah proses pembayaran,5,2021-04-08 0:47:30,"['proses', 'pencairan', 'cepat', 'mudah', 'hitungan', 'detik', 'langsung', 'landing', 'rekening', 'bunga', 'rendah', 'indonesia', 'merchant', 'bunga', 'dibuktikan', 'saran', 'fitur', 'premium', 'jangkauan', 'wilayahnya', 'diperluas', 'sumaterabarat', 'terima', 'kasih', 'membantu', 'urgent', 'fitur', 'pembayarannya', 'bank', 'ib', 'bank', 'biar', 'mempermudah', 'proses', 'pembayaran']",proses cair cepat mudah hitung detik langsung landing rekening bunga rendah indonesia merchant bunga bukti saran fitur premium jangkau wilayah luas sumaterabarat terima kasih bantu urgent fitur bayar bank ib bank biar mudah proses bayar,34_cepat kredit_kredit pintar_leasing lambat_mudah bunga,FAC_7
baru ini kali pengajuan pinjaman daring di muduhan bisa terealisasi salam,5,2024-12-13 9:10:42,"['kali', 'pengajuan', 'pinjaman', 'daring', 'muduhan', 'terealisasi', 'salam']",kali aju pinjam daring muduhan realisasi salam,-1,Outlier
awalnya memang ini aplikasi bagus bisa untuk pinjaman tunai dan tapi setelah saya melunasi dan pinjaman tunai bahkan tidak bisa melakukan pinjaman lagi dengan alasan transaksi tidak sah sepertinya memang ini aplikasi sudah tidak punya dana lagi soalnya yang saya lihat di ulasan banyak sekali yang memliki kendala seperti saya,1,2022-11-06 7:14:44,"['aplikasi', 'bagus', 'pinjaman', 'tunai', 'melunasi', 'pinjaman', 'tunai', 'pinjaman', 'alasan', 'transaksi', 'sah', 'aplikasi', 'dana', 'lihat', 'ulasan', 'memliki', 'kendala']",aplikasi bagus pinjam tunai lunas pinjam tunai pinjam alas transaksi sah aplikasi dana lihat ulas memliki kendala,13_bayar pinjam_lunas pinjam_limit pinjam_pinjam tunai,FAC_10
layanan akun basic cuma 3 hari tiap 3 bulan dapat penawaran upgrade akun jadi premium tapi selalu tidak acc tiap 3 bulan pemberi harapan palsu dan pemberi harapan palsu tidak ada alasan mempertahankan yang ragu pada penggunanya fix hapus instalan bye mening pakai saja lah,1,2020-06-18 12:07:16,"['layanan', 'akun', 'basic', '3', '3', 'penawaran', 'upgrade', 'akun', 'premium', 'acc', '3', 'pemberi', 'harapan', 'palsu', 'pemberi', 'harapan', 'palsu', 'alasan', 'mempertahankan', 'ragu', 'penggunanya', 'fix', 'hapus', 'instalan', 'bye', 'mening', 'pakai']",layan akun basic 3 3 tawar upgrade akun premium acc 3 beri harap palsu beri harap palsu alas tahan ragu guna fix hapus instalan bye ning pakai,2_telpon layan_spam sms_telepon_telpon,FAC_10
mau transaksi pulsa saja terkendala masalah keamanan melanggar ketentuanlah padahal limit kredit masih ada ini maksudnya apa ya pembayaran lancar dipersulit kecewa dengan sistemnya deh,1,2023-05-24 14:49:07,"['transaksi', 'pulsa', 'terkendala', 'keamanan', 'melanggar', 'ketentuanlah', 'limit', 'kredit', 'maksudnya', 'ya', 'pembayaran', 'lancar', 'dipersulit', 'kecewa', 'sistemnya', 'deh']",transaksi pulsa kendala aman langgar tentu limit kredit maksud ya bayar lancar sulit kecewa sistem deh,-1,Outlier
proses pengajuan cepat naik limit pun mudah asal data valid tapi setelah upgrade premium skor kredit tiba turun dan pengajuan cicilan selanjutnya ditolak dengan alasan tidak sesuai ketentuan padahal pembayaran bagus dan tidak ada cicilan berjalan dan yang hanya bisa digunakan hanya dana paylater,5,2022-06-06 2:24:18,"['proses', 'pengajuan', 'cepat', 'limit', 'mudah', 'data', 'valid', 'upgrade', 'premium', 'skor', 'kredit', 'turun', 'pengajuan', 'cicilan', 'ditolak', 'alasan', 'sesuai', 'ketentuan', 'pembayaran', 'bagus', 'cicilan', 'berjalan', 'dana', 'paylater']",proses aju cepat limit mudah data valid upgrade premium skor kredit turun aju cicil tolak alas sesuai tentu bayar bagus cicil jalan dana paylater,6_cicil bayar_bayar cicil_cicil lunas_ngikutin bayar,FAC_8
benar sekarang ini bikin saya kesal dan kecewa pinjaman saya di tolak selama 1 bulan saya di hukum karena terlambat beberapa hari pembayaran pinjaman dan tahu saya di hukum lagi 1 bulan tidak bisa mengajukan pinjaman lagi keterlaluan kalau begini caranya mungkin saya akan logout atau hapus instalan setelah nanti semuanya pinjaman atau saya lunas semuanya tunggu saja pasti saya akan logout dari kredivo,3,2023-06-14 14:24:05,"['bikin', 'kesal', 'kecewa', 'pinjaman', 'tolak', '1', 'hukum', 'terlambat', 'pembayaran', 'pinjaman', 'hukum', '1', 'mengajukan', 'pinjaman', 'logout', 'hapus', 'instalan', 'pinjaman', 'lunas', 'tunggu', 'logout', 'kredivo']",bikin kesal kecewa pinjam tolak 1 hukum lambat bayar pinjam hukum 1 aju pinjam logout hapus instalan pinjam lunas tunggu logout kredivo,13_bayar pinjam_lunas pinjam_limit pinjam_pinjam tunai,FAC_10
aplikasi yang tidak bisa memilih pengguna yang jujur selama ber tahun jadi pengguna setia krdivo dan pembayaran tidak pernah terlambat dan saya berasa di lvl a niat bantu tetangga yang lagi butuh uang dan jual barang saya belain gestun dana bahkan tidak nolong alhasil akun di blockir permanen padahal akan intinya di bayar dan dapat untung ruginya di mana coba giliran pengguna yang suka nunggak di belain matian hadeh aplikasi payah sudah tidak kayak aplikasi sebelah mantap on sampai sekarang,1,2022-01-28 10:58:53,"['aplikasi', 'memilih', 'pengguna', 'jujur', 'ber', 'pengguna', 'setia', 'krdivo', 'pembayaran', 'terlambat', 'berasa', 'lvl', 'a', 'niat', 'bantu', 'tetangga', 'butuh', 'uang', 'jual', 'barang', 'belain', 'gestun', 'dana', 'nolong', 'alhasil', 'akun', 'blockir', 'permanen', 'intinya', 'bayar', 'untung', 'ruginya', 'coba', 'giliran', 'pengguna', 'suka', 'nunggak', 'belain', 'matian', 'hadeh', 'aplikasi', 'payah', 'kayak', 'aplikasi', 'sebelah', 'mantap', 'on']",aplikasi pilih guna jujur ber guna setia krdivo bayar lambat rasa lvl a niat bantu tetangga butuh uang jual barang bain gestun dana nolong alhasil akun blockir permanen inti bayar untung rugi coba gilir guna suka nunggak bain mati hadeh aplikasi payah kayak aplikasi belah mantap on,-1,Outlier
respons yang cepat dan baik kebetulan sudah beberapa aplikasi yang saya coba semua gagal saya kasih bintang 5 karena dengan aplikasi baru bisa sedikit tambahan buat admind tolong perluas jangkauan wilayah dalam bentuk atau limit khusus di tempat saya kalimantan terima kasih,5,2022-07-03 14:51:41,"['respons', 'cepat', 'aplikasi', 'coba', 'gagal', 'kasih', 'bintang', '5', 'aplikasi', 'tambahan', 'admind', 'tolong', 'perluas', 'jangkauan', 'wilayah', 'bentuk', 'limit', 'khusus', 'kalimantan', 'terima', 'kasih']",respons cepat aplikasi coba gagal kasih bintang 5 aplikasi tambah admind tolong luas jangkau wilayah bentuk limit khusus kalimantan terima kasih,-1,Outlier
keseluruhan okelah sangat membantu saat kita ingin barang yang mau di beli dengan system tapi kenapa ya sehari mau jatuh tempo sudah di telponin ajah takut tidak kebayar atau bagaimana begitu padahal belum jatuh tempo pun selalu kebayar terus makin kedepan tanggal jatuh tempo makin maju tidak fix di sebulan tanggal itu ajah sedikit kekurangannya selebihnya bagus dan flexible bisa mengambil barang apa ajah,5,2022-04-21 12:25:17,"['okelah', 'membantu', 'barang', 'beli', 'system', 'ya', 'sehari', 'jatuh', 'tempo', 'telponin', 'ajah', 'takut', 'kebayar', 'jatuh', 'tempo', 'kebayar', 'kedepan', 'tanggal', 'jatuh', 'tempo', 'maju', 'fix', 'sebulan', 'tanggal', 'ajah', 'kekurangannya', 'selebihnya', 'bagus', 'flexible', 'mengambil', 'barang', 'ajah']",oke bantu barang beli system ya hari jatuh tempo telponin ajah takut bayar jatuh tempo bayar depan tanggal jatuh tempo maju fix bulan tanggal ajah kurang lebih bagus flexible ambil barang ajah,-1,Outlier
saya sangat puas dengan alhamdulillah pendaftaran sukses dan dapat limit meski belum bisa gede tapi ya puas saya sangat puas banget pakai sesuai dengan janji dengan sering bertransaksi dan bayar tagihan tepat waktu limit saya di naik akan lagi,5,2021-11-06 8:28:14,"['puas', 'alhamdulillah', 'pendaftaran', 'sukses', 'limit', 'gede', 'ya', 'puas', 'puas', 'banget', 'pakai', 'sesuai', 'janji', 'bertransaksi', 'bayar', 'tagihan', 'limit']",puas alhamdulillah daftar sukses limit gede ya puas puas banget pakai sesuai janji transaksi bayar tagih limit,-1,Outlier
yang keren saat ini cuma meskipun baru dikasih limit kecil tapi pengajuan mudah proses cepat dan yang pasti bunganya kecil dan tanpa dp sangat membantu,5,2021-11-30 9:34:45,"['keren', 'dikasih', 'limit', 'pengajuan', 'mudah', 'proses', 'cepat', 'bunganya', 'dp', 'membantu']",keren kasih limit aju mudah proses cepat bunga dp bantu,34_cepat kredit_kredit pintar_leasing lambat_mudah bunga,FAC_7
keren sih ini jauh sama pinjol sama yang lain makanya shoppee enggak di bikin pembayaran menggunakan takut ke kalahan paylaternya cuma buat team masukan positif saja alangkah bagusnya pinjamannya jangan di bagi sama yang sudah beberapa kali transaksi bagus pembayaranya tolong tingkatkan limitnya soalnya saya pakai sudah bertahun tahun di itu limitnya enggak sampai 3 juta yang sesuai dengan iklannya,5,2023-01-28 17:54:00,"['keren', 'sih', 'pinjol', 'shoppee', 'bikin', 'pembayaran', 'takut', 'kalahan', 'paylaternya', 'team', 'masukan', 'positif', 'alangkah', 'bagusnya', 'pinjamannya', 'kali', 'transaksi', 'bagus', 'pembayaranya', 'tolong', 'tingkatkan', 'limitnya', 'pakai', 'bertahun', 'limitnya', '3', 'juta', 'sesuai', 'iklannya']",keren sih pinjol shoppee bikin bayar takut kalah paylaternya team masuk positif alangkah bagus pinjam kali transaksi bagus pembayaranya tolong tingkat limit pakai tahun limit 3 juta sesuai iklan,-1,Outlier
malam minimal tolong dong dinaikkan limit akun saya selalu bayar angsuran tepat waktu dan tidak pernah kelewat atau nunggak angsuran supaya kedepannya saya bisa lebih tenang lagi untuk bertransaksi cukup dengan satu yaitu saja terus terang selama ini saya ada 3 tapi saya menggunakannya dengan bijak dan selalu menjaga angsuran saya tepat waktu semoga pihak bisa mempertimbangkan permintaan kenaikan limit saya terima kasih,5,2021-04-26 13:00:56,"['malam', 'minimal', 'tolong', 'dinaikkan', 'limit', 'akun', 'bayar', 'angsuran', 'kelewat', 'nunggak', 'angsuran', 'kedepannya', 'tenang', 'bertransaksi', 'terang', '3', 'menggunakannya', 'bijak', 'menjaga', 'angsuran', 'semoga', 'mempertimbangkan', 'permintaan', 'kenaikan', 'limit', 'terima', 'kasih']",malam minimal tolong naik limit akun bayar angsur lewat nunggak angsur depan tenang transaksi terang 3 guna bijak jaga angsur moga timbang minta naik limit terima kasih,-1,Outlier
kenapa sih sama nasabah yang bagus pembayarannya kok bukannya naik limit dan tenor bahkan menurun sedangkan saya itu banyak belanja transaksi pakai bahkan juga pinjaman uang saya sering dan tidak pernah terlambat jauh hari sebelum jatuh tempo selalu di bayar bisa dong dilihat dari riwayat kok kakak saya yang tidak pernah belanja pakai pinjam uang di saja tidak tapi limitnya semakin besar bahkan tenornya sampai 1 bulan kecewa banget saya,2,2022-05-20 7:35:43,"['sih', 'nasabah', 'bagus', 'pembayarannya', 'limit', 'tenor', 'menurun', 'belanja', 'transaksi', 'pakai', 'pinjaman', 'uang', 'terlambat', 'jatuh', 'tempo', 'bayar', 'riwayat', 'kakak', 'belanja', 'pakai', 'pinjam', 'uang', 'limitnya', 'tenornya', '1', 'kecewa', 'banget']",sih nasabah bagus bayar limit tenor turun belanja transaksi pakai pinjam uang lambat jatuh tempo bayar riwayat kakak belanja pakai pinjam uang limit tenor 1 kecewa banget,-1,Outlier
terima kasih terbaik proses semua berjalan lancar semoga semakin sukses saya sangat gembira bisa menggunakan sejauh ini adalah yang terbaik merchant yang banyak saya edit dan tambah ulasan intinya itu memang bestrecomend banget deh buat dan pinjaman tunai bayar tepat waktu adalah kunci utamanya bagus kerja kredivo,5,2021-08-31 14:04:23,"['terima', 'kasih', 'terbaik', 'proses', 'berjalan', 'lancar', 'semoga', 'sukses', 'gembira', 'terbaik', 'merchant', 'edit', 'ulasan', 'intinya', 'bestrecomend', 'banget', 'deh', 'pinjaman', 'tunai', 'bayar', 'kunci', 'utamanya', 'bagus', 'kerja', 'kredivo']",terima kasih baik proses jalan lancar moga sukses gembira baik merchant edit ulas inti bestrecomend banget deh pinjam tunai bayar kunci utama bagus kerja kredivo,7_bunga mahal_bunga rendah_bunga biaya_pinjam bunga,FAC_7
sungguh puas dengan layanan saat ini terutama pas lagi minjem uang cepat banget disetujui langsung cair saat itu juga tolong dong bunganya diturunin dikit apalagi kena biaya admin yang menurut saya itu terlalu besar memberatkan secara keseluruhan keseluruhan bagus intinya saya sangat puas belum lagi limit naik terima kasih selalu bisa di andalkan,5,2024-07-07 13:23:55,"['sungguh', 'puas', 'layanan', 'pas', 'minjem', 'uang', 'cepat', 'banget', 'disetujui', 'langsung', 'cair', 'tolong', 'bunganya', 'diturunin', 'dikit', 'kena', 'biaya', 'admin', 'memberatkan', 'bagus', 'intinya', 'puas', 'limit', 'terima', 'kasih', 'andalkan']",sungguh puas layan pas minjem uang cepat banget tuju langsung cair tolong bunga diturunin dikit kena biaya admin berat bagus inti puas limit terima kasih andal,-1,Outlier
sekarang bikin tidak nyaman penguna ya disaat dibutuhkan eh sisa limit bahkan tidak bisa dipakai transaksi tidak disetujui padahal bayar selalu tpt waktu tidak pernah ada tunggakan dan sisa limit masih cukup terlalu ketat terhadap penggunanya mohon di perbaiki sistem ya bro biar pengguna nyaman,1,2022-12-18 7:28:11,"['bikin', 'nyaman', 'penguna', 'ya', 'disaat', 'dibutuhkan', 'eh', 'sisa', 'limit', 'dipakai', 'transaksi', 'disetujui', 'bayar', 'tpt', 'tunggakan', 'sisa', 'limit', 'ketat', 'penggunanya', 'mohon', 'perbaiki', 'sistem', 'ya', 'bro', 'biar', 'pengguna', 'nyaman']",bikin nyaman penguna ya saat butuh eh sisa limit pakai transaksi tuju bayar tpt tunggak sisa limit ketat guna mohon baik sistem ya bro biar guna nyaman,-1,Outlier
sangat membantu sih kalau menurut saya karena saat pengen sesuatu terus dana belum cukup bisa pakai dulu dari terima kasih terima kasih sudah mengupgrade saya ke level premium dengan penambahan limit yang cukup besar dari sblmnya terbaik,5,2021-08-13 10:19:10,"['membantu', 'sih', 'pengen', 'dana', 'pakai', 'terima', 'kasih', 'terima', 'kasih', 'mengupgrade', 'level', 'premium', 'penambahan', 'limit', 'sblmnya', 'terbaik']",bantu sih pengen dana pakai terima kasih terima kasih mengupgrade level premium tambah limit sblmnya baik,8_limit 1jt_limit 3jt_limit juta_juta limit,FAC_9
saya nasabah sudah lama cukup memuaskan buat bisa di gunakan di saat ada kebutuhan mendadak saya dahulu pernah mengalami limit tidak bisa di gunakan sama sekali tapi setelah saya lakukan buat beli shoppe buat boking hotel buat beli pulsa limit saya sudah bisa di gunakan kembali dan begitu senang saya akhirnya setelah tunggu lama dengan otomatis akun saya naik ke premium sendiri memuaskan pokok tidak mengecewakan joss,5,2023-06-01 0:45:48,"['nasabah', 'memuaskan', 'kebutuhan', 'mendadak', 'mengalami', 'limit', 'lakukan', 'beli', 'shoppe', 'boking', 'hotel', 'beli', 'pulsa', 'limit', 'senang', 'tunggu', 'otomatis', 'akun', 'premium', 'memuaskan', 'pokok', 'mengecewakan', 'joss']",nasabah puas butuh dadak alam limit laku beli shoppe boking hotel beli pulsa limit senang tunggu otomatis akun premium puas pokok kecewa joss,-1,Outlier
di bedain pembayaran buat belanja sama buat ini mau langsung lunasin bahkan disuruh ikutin urutan semua pembayaran trmasuk pembayaran yang buat belanja kalau dahulu akan di bedain dan bisa langsung di lunasin tidak pakai ikutan urutan segala,5,2024-02-02 11:18:53,"['bedain', 'pembayaran', 'belanja', 'langsung', 'lunasin', 'disuruh', 'ikutin', 'urutan', 'pembayaran', 'trmasuk', 'pembayaran', 'belanja', 'bedain', 'langsung', 'lunasin', 'pakai', 'ikutan', 'urutan']",bedain bayar belanja langsung lunasin suruh ikutin urut bayar trmasuk bayar belanja bedain langsung lunasin pakai ikut urut,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
pembayaran bisa dipecah tanpa wajib bayar sekaligus asal pembayaran angsuran disiplin tepat waktu banyak kelebihan yang didapat dan masukan untuk kalau menagih boleh contoh mereka lebih sopan,5,2021-11-06 11:31:13,"['pembayaran', 'dipecah', 'wajib', 'bayar', 'pembayaran', 'angsuran', 'disiplin', 'kelebihan', 'masukan', 'menagih', 'contoh', 'sopan']",bayar pecah wajib bayar bayar angsur disiplin lebih masuk tagih contoh sopan,3_tagih bayar_bayar tagih_bayar tanggal_tanggal bayar,FAC_10
klau aku sih aplikasi kridivo ini sangat rekomendasi beda degan masa aku pesan tanggal 1 desember jatuh temponya di tanggal januari itukan enggak cukup satu bulan aplikasi sangat bermanfaat dan selama saya gunakan tidak perna megecewakan terbaiklah,5,2024-12-25 13:34:00,"['klau', 'sih', 'aplikasi', 'kridivo', 'rekomendasi', 'beda', 'degan', 'pesan', 'tanggal', '1', 'desember', 'jatuh', 'temponya', 'tanggal', 'januari', 'itukan', 'aplikasi', 'bermanfaat', 'perna', 'megecewakan', 'terbaiklah']",klau sih aplikasi kridivo rekomendasi beda degan pesan tanggal 1 desember jatuh tempo tanggal januari itu aplikasi manfaat perna megecewakan baik,3_tagih bayar_bayar tagih_bayar tanggal_tanggal bayar,FAC_10
